feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
-0.8947985,-0.94350934,-2.0648327,-0.5159365,-1.2396716,0.5027441,-1.6085109,-0.7526249,-0.08318579,0.8701743,-2.5691395,2.4293394,0.4452185,0.888229,-0.5641529,-1.7174066,-0.7355671,-0.7544294,-1.149211,1.2563016,2
0.14708798,0.16122685,-0.093407266,-0.025452964,-1.40217,1.2750555,-0.299099,-0.35358208,-0.28870213,-0.45232388,1.5467161,-0.5650949,-1.6407102,0.8783184,0.5848544,0.45894492,0.72913986,1.7885202,-0.095280685,1.5729755,3
1.3386631,-1.5591837,-0.5471216,0.046988625,-0.20473516,-0.5267482,0.033370122,-1.0898924,-0.74227476,0.100942224,1.0860933,-1.5893384,-2.7787433,-0.3136546,-0.32191354,-0.75290644,-0.92543614,-0.10278344,-0.7701066,0.6472786,3
-0.13020457,-0.9350032,0.6981289,-0.43621546,-0.6683973,0.21000598,-1.3024365,0.23324391,-0.6224261,-2.3261225,1.1618923,1.3539658,1.342442,-0.14264575,-1.180304,-1.0420707,-0.6541701,-0.43487173,0.25776693,-0.16917774,0
1.5369124,0.8888613,0.5283417,1.1353166,-0.76055944,1.6477144,-0.056943275,0.90488994,-0.72120595,-0.93139035,0.08127622,-1.4658045,0.43524936,-0.11486082,0.8780089,-1.0504358,1.0559206,-0.49113357,-0.6288707,-0.79736507,0
-0.23645312,1.0139244,-0.47548613,-0.31257036,2.415631,1.549909,-0.827733,1.4008746,-1.3803884,0.057818998,-0.72893906,0.6948892,-0.43151402,-0.74321914,0.13205016,1.3205224,-0.6946319,1.0077484,-0.21453285,-1.0130908,2
-0.19029622,0.07833161,1.1245995,0.44071722,1.5165713,0.9768,0.4436039,-1.1458467,0.041130807,-0.5714217,1.3150673,-0.32310995,-0.5325035,-0.17993,2.0409157,0.45158583,-0.63415104,-0.7616933,-0.70111215,-0.22108652,0
-1.7868034,0.4940211,-0.1846489,-0.49216732,1.2034087,0.09068693,-0.5393584,-2.5907483,-1.018445,-0.24860077,-0.7793265,-0.18332547,1.2335267,-0.94274914,-0.6022594,0.24338017,0.07169511,0.33977237,-0.6786106,0.7137067,1
-0.07052121,-1.1522567,1.021506,1.1347241,-1.678917,-0.38847342,-1.1857456,0.26053348,0.685907,1.3188235,-0.5954812,-0.29948443,0.2755093,0.6431635,0.49733055,-0.05640966,-0.68245816,0.32962644,1.0957699,1.0425972,1
0.32818094,-1.1591631,0.3284967,-0.91899794,0.6404104,-0.5861057,0.726113,-0.26487276,0.40971285,0.78522813,-0.16007996,0.49287468,0.35106447,0.51230145,2.6227503,1.0578983,-0.45803127,0.07360532,-0.057159696,1.9797151,2
0.8131556,0.32092458,-2.6545649,-1.1107746,0.25707716,0.099221446,-1.4055537,-1.3626416,0.1455939,0.78926706,-0.4414763,0.12544358,-1.2507809,0.4869855,0.8818533,0.39153823,1.4155153,1.4852643,0.76966745,-1.3832734,1
-2.3056018,0.16004856,1.2715539,-1.1886257,0.2459019,0.24364668,-0.8840214,0.3617421,0.48601633,-0.96104944,-1.0250105,-2.2332313,0.9900618,-2.3516748,-1.1598039,-1.6310259,-0.8030362,-2.0218477,0.25003144,-1.1304525,1
0.037332006,-0.14121835,1.1541288,-0.99956095,0.08816113,1.7576556,0.5665743,-0.3907771,-1.149081,-1.363932,-1.1766393,0.87606233,1.9529477,0.057422835,0.79263276,-0.053909615,-1.133967,0.65670866,-0.09661411,-0.27777082,0
1.590629,1.9814044,0.101218775,2.5477402,-0.9238975,-0.3366963,0.10765999,0.3725178,-1.6650296,0.08011228,-1.5428375,-0.33467495,1.6893064,0.8161069,-0.28151754,0.38627473,1.8398387,-0.0038906161,1.2539352,-0.27611277,2
-1.875416,1.1484728,1.0884392,0.50937897,-1.4347159,-0.841586,0.7827278,-1.8789045,-1.8685415,-0.057689518,2.4987197,0.061388798,-0.7497368,0.25059935,-0.702117,0.16821519,-0.9995419,1.2745488,-0.26053777,0.35075,2
1.3696632,0.17074743,-1.2646495,0.587247,0.2972171,0.19848782,0.9950532,0.81968445,0.23774277,2.4105625,-1.4434538,-0.86259496,0.35007638,1.4714172,0.24519564,0.10968397,-0.75948375,-0.5167052,0.102513894,0.59149027,0
1.4983562,-0.015665548,-0.92445344,-0.27395293,0.9695142,0.3324308,-0.9803697,-1.0804118,0.13305476,-0.38295546,-1.3851289,-2.4267142,0.54307574,0.9974079,0.32347932,-0.56881595,0.027502744,-1.1668997,-0.81654865,0.14075944,0
-1.1204612,1.1746985,-1.5211039,0.8796095,-1.1216766,0.23755549,0.17111324,-0.48814046,-0.7316405,-0.1175051,-0.6551336,0.09487364,1.9793032,0.493391,0.032407712,0.41666988,-1.5336393,-0.5755235,0.08211791,-0.12808096,0
-1.7686639,0.37707555,-0.49045846,-0.033725396,-1.2339104,-1.2790241,-1.0524008,0.078629225,1.3179893,-0.010758885,-0.082197145,1.376677,-0.6197909,-0.66351885,1.0296006,-0.46428514,1.8194233,-0.7850751,0.3969047,0.07700779,0
-0.08447991,0.5351434,1.1145259,-1.1313744,1.584598,-1.7630769,0.42190674,-2.373739,-1.2065254,-0.85336465,0.063644476,0.68878037,0.08904779,0.30655658,-0.5924196,-0.25663713,0.44861263,0.10678484,0.9036589,1.5856637,2
1.2040876,0.25703025,-0.10915068,-0.73968184,-0.08159975,-0.5912916,0.42392838,-1.5711929,-0.5772469,-0.6241607,-0.14633086,2.4380658,0.021083862,-1.1292745,-1.9587518,-0.49111545,-1.1734014,0.866728,-0.8726315,-0.45862347,1
2.8746395,1.1198838,0.13420035,1.4208053,0.45630336,-0.52351475,1.0160372,0.45808774,-0.24505287,-0.9315193,0.34622672,-1.204136,1.4022145,0.06570899,-0.85359085,0.82638603,1.237127,0.35951775,-0.78358996,-1.9738437,2
0.86392003,-1.2667117,1.5600697,-1.6817476,1.2839842,0.52415085,0.72475654,-0.8739288,0.31930283,0.14941928,-0.15558873,-1.1821175,-0.38028336,1.9119066,1.1143944,-1.4128444,0.62452465,-0.473041,-0.4318378,1.1309171,2
0.72981375,-2.0468767,0.40303028,0.62933016,0.3885929,-0.9800786,-0.22959583,0.9590474,0.44077304,-0.35389346,0.9634676,-1.0603176,-0.0951844,-1.4925523,-1.6614189,-0.07447474,1.1421568,-0.66089225,-0.8567012,-1.4262546,1
-0.33763447,-0.8719043,-0.0067891665,-0.7879605,-0.8688976,0.9666721,0.7479957,1.2256966,0.93791324,0.007810106,0.48321766,-0.39836037,0.3462645,-0.11345313,0.34949976,0.84354234,-0.6246657,0.8149547,0.7110502,1.3652369,3
-0.9769088,-0.20076352,-0.42729667,0.36810994,0.12537031,0.95019567,-0.80559283,-1.8148395,1.6463504,-0.16759135,0.21814941,-0.5137463,-0.38571668,-0.72329485,-1.310683,0.99196196,0.32172078,-0.54765505,-1.4119,1.0725434,1
-0.4323537,-0.43530163,-0.53166044,-0.8968632,0.97807676,-0.9219634,0.06298915,1.1190251,-0.02949979,-0.326918,1.5895576,2.0188828,2.213043,-0.15438044,-0.035393573,-0.37150487,-0.97992986,-0.51472014,0.34985077,-0.12973645,0
-1.0260595,-0.73591286,-0.30665794,0.68466365,0.23576942,-1.8468671,0.5118654,-0.1878123,0.09189602,0.6065885,-1.5367801,-1.1405795,1.1661516,1.7412193,-1.362066,0.2524797,-0.9144953,-1.2500223,-0.8772022,-1.043624,1
-0.72781515,-0.98155516,0.05270904,-1.3523064,1.8013076,-1.00727,-0.4543439,1.8692662,-0.31797063,1.2426871,-0.31421214,-0.09899815,0.49456203,0.72442055,-0.25214484,-1.4585179,-1.5151521,0.37100244,1.3477223,-1.0400754,3
1.3036332,-1.0862787,0.39973378,0.45441142,-0.5509191,0.71895987,0.81119144,0.35008538,1.5129747,0.8922793,-0.7578686,1.783967,-0.8246581,0.49025264,0.56516916,0.6242041,0.002436218,0.12682328,-0.023789648,0.9988557,0
0.5717438,0.47432384,0.4321503,-0.45037934,0.37671354,0.2592614,0.20085438,0.618197,0.31611905,0.70685637,0.089238934,-0.16069259,-0.45909032,-0.90179014,-0.20999597,-1.0852587,0.44564044,-0.034384478,0.25631252,0.304005,0
1.8480556,0.7631771,-0.23846033,1.6968747,-0.5512612,0.38693523,0.38441706,0.9461394,0.2537859,-1.3808839,0.62349886,-0.78219676,-0.17811316,-0.95818025,1.3103997,-1.0768514,-1.7564535,1.8124397,1.4679595,1.1017736,1
-0.088599235,0.47040644,0.6715531,0.8992246,0.32890105,0.53369117,0.17584667,-0.31524497,0.51874286,-0.94098765,0.03172958,-0.20592715,1.3282914,-1.2100798,0.9437111,1.5299704,-1.6743853,0.0658945,-0.30172515,0.24382435,3
1.127947,-0.061002556,0.14917518,1.1965023,-2.735896,-0.38146698,0.3646585,-1.5977788,-1.1802113,-0.15809779,0.035688993,0.1655326,0.92507213,2.1344357,-0.77431154,-1.3088369,-1.1624295,0.17218481,1.0739996,-0.15620315,0
2.6234434,-0.7098395,0.04106983,-0.36824116,0.5748545,1.0888726,-0.85158,-0.9621261,-0.1467593,0.96153855,-0.5203061,1.2439936,0.72830224,-0.051818743,-1.1845063,1.0112875,0.7274633,0.95852447,0.33474815,1.2365159,3
2.2841902,0.31819797,-0.32132846,1.5743271,-0.94161373,2.556252,-1.1297098,-0.7097959,0.9431843,0.8578765,-0.9490361,0.34579977,0.27942422,1.1446879,1.0259047,-1.4892745,-1.6673065,-0.99664146,-0.50775635,-0.84766614,2
1.5309385,0.3312359,0.80723274,-0.028630875,-1.7722231,2.431751,-1.8314316,1.2319169,-1.219536,-0.031401243,0.6694252,0.31054658,2.2875044,1.7623959,1.1276087,1.900667,0.27326724,-0.7923384,-0.9940652,-0.13327408,3
0.9432231,1.6104113,-0.8296455,-0.4376809,-0.67890275,-0.5818263,2.5974748,0.9170546,2.5550926,-0.068958126,0.09242005,-0.47867668,-1.8534071,-1.3582416,0.7078347,0.088283055,-0.78177977,-0.3581472,-0.46329832,1.2499318,1
-0.51046515,0.54160625,0.47584113,-0.95241225,-0.5492361,1.0343692,-0.7040924,-0.40141663,-0.537805,-0.8338471,0.63105536,-0.015309284,1.1475872,-0.13315524,-0.30358523,0.38173798,-0.9936478,1.0436603,0.44365454,0.56896055,3
-0.18778981,1.5701953,-0.9067183,0.16389741,0.18217914,-0.14465356,0.20659974,1.5220097,0.7144708,-0.23023406,-1.6296253,-0.16722038,1.1754457,-1.2660329,0.6184406,0.5535917,-0.4412288,-1.2316656,-0.6868127,-0.13240111,3
0.6850921,0.110164225,-1.7471056,-1.0314723,0.8319891,-0.6204238,0.33730105,-1.9701029,-0.039039075,1.2302235,-0.17276107,-1.4861635,-2.210614,-0.48606086,0.92607594,-0.09333394,1.1225226,-0.668683,-0.395303,0.21482442,0
-1.4767631,-0.07467247,-0.21320221,-1.6474279,-1.230431,0.2620689,-0.4287015,0.0030589062,0.16050343,0.06479378,0.9054416,-0.12610364,1.1682671,0.5837194,0.12910819,-0.06048552,0.40685028,-1.155922,-0.41990742,1.2021955,3
-0.99292886,1.6167808,0.1360628,0.19767779,-0.700496,2.6207602,0.47837406,-0.61842406,1.9146527,1.1461631,-0.72646725,-1.0655904,1.1510012,1.2483662,0.2550268,0.39054927,1.579,-0.13163824,-1.2701246,1.0323219,0
2.0641909,-0.77383643,0.43205664,-0.9533052,2.380231,-1.5802766,1.5096996,-0.8393879,-1.6314223,1.2034278,0.050820418,-0.6642295,0.06082154,-0.25769275,-0.33882123,-1.03286,0.6717944,-2.7270834,-2.6463277,0.47441876,2
0.2129664,-0.26590264,1.2327362,0.029193588,-0.7626404,-0.17821991,-0.13421212,0.5679011,-1.881457,-1.7076497,0.008391707,-0.46434894,-0.04490327,-0.85691744,-1.0881602,-1.0672129,-0.02020114,-0.0030935677,0.45582682,-0.22960703,2
0.08337533,-0.50878406,0.19667114,2.1603198,-1.1391805,0.48590073,0.2858905,0.15514794,-0.31277537,0.5519337,-1.2313104,-0.8769171,-0.75562966,-1.1365778,0.1781573,1.5725818,-0.27156636,-0.80601734,-0.06902954,-2.0073142,0
2.00634,-0.68074703,0.74903566,-0.7137301,1.510937,-0.14658219,1.2757825,1.0390183,0.75884646,-1.7382358,0.7274256,-0.3825309,0.25936928,-1.0715837,-0.9105695,0.7416293,1.9586183,-0.0022662715,0.18171343,2.0178258,2
1.4403706,-1.6801779,0.045980077,-2.4298518,-0.22810599,1.3269831,0.38134578,0.5717501,-0.16300388,0.80119276,1.0766233,-0.3958025,0.21723258,-1.3272604,-1.1464155,-0.2456164,-0.91613674,0.32317868,1.4898648,0.7136209,2
-2.2032664,0.45149964,0.67597055,-0.27332416,-0.14360458,0.32551017,0.7604784,0.2904938,0.6795012,0.18144257,-0.9702711,-0.71724874,1.2451497,-0.28921685,-1.2535936,0.48135814,-0.37713352,0.6275317,1.3811588,1.1994096,3
0.9092221,1.545805,-0.19385496,-0.19450846,-1.9669521,0.9629851,0.7688845,-0.6802048,0.36339608,-0.5242486,-0.7665275,0.75682443,0.6227195,-1.0459044,-0.73183006,0.48139977,1.2716337,1.1635398,0.21993071,0.8890898,3
0.6336996,1.1899953,0.18499392,-1.2143787,0.5935325,-0.62143034,-1.1722656,-0.8619096,-0.30965227,-1.2086083,0.5934495,-1.2294438,0.405847,1.6573409,-0.6695892,0.48386282,-2.2059708,0.1918605,0.68585855,-1.123454,1
1.4170433,-0.49251246,-0.7902038,-0.62109053,-0.88204604,-0.2151178,0.2576775,0.13959475,-0.018071497,0.20894009,1.6524342,-0.73049927,-0.9943999,-0.097914875,0.52934647,-0.09172128,-0.86579376,-0.91580427,-1.5605767,0.33285394,1
1.0539069,-1.7611762,-1.4122473,0.4327325,-0.20714338,0.41279227,-0.015206663,-0.37847462,-0.057307858,1.1239398,0.04540859,-0.7661583,-0.8461029,-1.067662,2.0252056,0.90801734,-0.62305295,-1.4011286,0.115444496,-2.2455354,3
0.18466017,-0.37186217,0.30579087,0.0054400642,-0.9326621,1.0352142,1.0830013,0.47963867,-0.15146266,0.80783147,-0.77676064,1.1136098,3.2489378,1.8719517,0.013025391,-0.15262468,-1.4526137,0.37197697,0.61786956,-1.5149074,2
0.9528605,-0.8851288,0.1741235,1.6000074,0.22117476,0.262657,1.6001532,1.4082918,-0.66431105,-0.47394103,1.8146083,-0.45735866,1.017067,2.235615,0.41451824,-1.0463235,0.38534182,0.48925397,1.9320288,1.3079232,2
0.40330315,2.0937288,1.022004,0.3670978,-0.3775042,-0.73920804,-0.16591433,-1.0299355,1.5703624,-0.48556116,-0.076181225,-1.9759555,0.12525825,1.0554972,-0.49847382,0.6306965,0.19213,0.5566137,0.8020761,1.4495605,1
0.37971976,-0.8066609,-2.4604127,0.8997044,-1.1204218,-0.33894223,0.70772064,0.86187345,-0.26722315,0.019591242,-1.29199,-0.7263102,-0.61197203,0.7416544,-1.8404858,-0.50871366,1.4636614,0.7906244,-0.8311027,-1.4231156,3
0.6627383,-0.48296505,0.26857266,2.8458717,0.8101231,-0.7242547,-1.3177332,-1.7810304,-0.80712277,0.71430695,-0.85227776,-0.39816925,-0.56659216,0.17841734,-0.1953424,-1.9188935,-0.5468119,0.2506934,-0.043744907,0.94214165,0
-0.5988273,0.96325624,-2.4554157,0.054766253,-0.9089571,2.7076504,-0.13147098,-0.33095092,0.47977293,-0.9304832,-0.17849046,-1.1626698,-0.00020656317,-0.46595976,-0.6995478,0.4469807,-1.334654,-0.22825398,-1.5002967,1.8588428,0
1.9549216,1.3854804,0.14183624,0.3236006,-0.19767581,0.23865393,0.4651532,-1.4043717,-1.8946117,0.3872587,-0.14925447,-0.55481994,1.507224,-1.0195415,-1.3571334,0.55110174,-0.56200784,1.4866184,0.05077664,1.7879261,3
0.7484477,-0.78624225,0.2543627,-0.85519123,0.6365341,0.9707953,0.19482933,-0.68657094,-0.001999932,1.3861002,0.88628113,0.5535293,-0.73857605,0.67158943,-0.90271324,0.37677962,0.3268326,0.16506924,0.12686826,0.03881018,1
0.88463885,0.78163266,0.4216047,0.44630346,1.0174406,0.5541206,0.42798916,-2.2597635,-0.8084061,-1.2242193,-0.7058901,1.9590198,0.73621416,0.57496315,-0.3709028,-0.8418893,1.4253324,0.49774322,-0.5125734,-0.48799452,1
0.19594386,0.5272957,-0.03642841,0.18728364,2.191583,0.054468527,-0.104576044,-0.21564457,-0.42967835,1.3473346,0.18377277,1.7652684,1.0316385,0.30661118,-0.20537132,0.68002224,0.19264212,1.6637671,1.8380313,0.35292825,3
1.1914332,0.25969607,-0.33554897,0.42344132,1.8774855,1.5406923,0.7732813,2.338458,1.1268997,-0.86183673,-2.706359,-1.4413829,-0.45224422,-0.33388367,1.4574319,-0.37433136,-1.9651343,0.795736,1.2049212,-0.42455593,3
-0.03717708,-0.8288953,-0.5939359,-1.3092631,1.70544,0.9084604,-0.9287114,-0.6867855,0.24889316,-1.2651379,0.22951008,-1.2243364,-1.7069148,0.2571487,-0.72541183,0.12146953,-1.3378445,1.0409889,-1.6112552,-1.2485981,2
0.5655748,-0.48761192,-0.9251652,-1.4950659,1.2420418,-0.6951311,-0.3441214,0.5012211,1.0742611,-1.2365234,-0.17865296,-0.18916032,0.009629333,-1.5608693,-0.34550837,-1.5130869,-0.5577568,0.29736578,0.49663177,-1.8870149,0
-0.98883855,1.2782817,-0.569735,0.7495276,0.6191134,-0.47639948,-1.820436,-0.93367755,0.85638887,1.2691382,-0.63337845,-1.3772222,-1.0425009,1.3066871,0.58339435,-0.34136918,-1.5398544,0.89036644,0.38315064,-0.08425849,0
0.92505795,-0.024012122,-0.098381765,-1.1945413,-1.1002105,0.021172967,-1.6574717,0.3752681,-1.2023143,1.584823,-2.794625,0.082856454,-0.67152166,-0.21264444,-0.9215884,0.32088614,0.42935497,-0.82761604,0.028595276,-0.44994944,2
1.8030708,-0.30607602,0.019562451,0.29138172,0.8057718,0.2788336,1.0044236,-0.4600674,-0.9465968,0.19563197,-0.99822605,-0.3302834,1.4073756,0.039759506,-0.9530137,-1.2358015,-0.120567806,0.4188748,-0.4305891,-0.28858307,2
2.2510374,0.68079907,-0.27899686,-0.16740836,-0.5686899,0.85150045,0.79646766,-0.078527495,0.38065344,1.782934,-0.05505859,0.11777304,0.9006758,-1.2340361,0.18647796,0.005090973,0.6621815,-0.2096576,-1.521375,0.059676416,0
0.016469458,0.019189106,-0.76187825,-0.4628742,-0.8275597,-1.0833248,-0.11255643,0.5078201,0.6670015,-0.17250183,1.1121347,0.059894904,0.6454013,-0.267455,0.35030445,0.04144114,0.72814995,0.032506324,0.66487235,-1.1999881,0
0.25636575,0.78945976,0.7523472,0.52264917,-0.30243284,-1.4089044,-0.098735474,-1.0997269,0.75495774,0.6533831,-0.6658036,-0.9960568,-0.20066305,-0.71076435,-1.0460677,1.0731912,-1.2022877,-0.7499768,1.6658719,-0.53442985,2
0.088012576,-1.5650735,0.87436175,0.09762,-0.18647537,-0.6576182,0.6381341,-1.1165774,0.14142828,0.3624486,-0.044322144,0.60565066,-0.0067678955,0.6568345,0.16102022,0.5578537,-0.009726308,0.5663343,-1.088345,-0.7768942,1
1.3996108,-2.1817396,0.4594141,-0.3428769,-0.19077921,-1.0838476,-2.5144615,0.26379964,1.0072455,-0.6631818,-0.035403963,0.26148888,-0.31371132,-1.2091057,2.34653,0.2412897,0.12652601,1.180868,-2.5222309,1.1838136,1
0.8565317,0.44654834,0.13309948,0.451861,2.9687054,0.2341409,0.501466,-0.24881217,1.7172883,0.029743388,0.20157857,1.2307546,1.142831,-1.2134094,0.005368874,-1.0720562,0.036341302,0.6139517,0.17854021,-1.0002866,0
0.6260679,0.999115,-0.68278325,0.31336954,0.9497594,1.2340535,-0.10173421,1.2968014,-1.1354325,1.3283231,-0.908877,-0.37955552,0.9170195,-0.18297902,-0.44364062,0.5599895,-0.34250933,-1.5032535,-0.7110235,-0.77383095,1
-0.8259382,0.24222793,-1.98448,-1.5518513,-0.38368422,1.0554613,-0.06081147,0.81131166,0.22803006,1.1529394,0.014667955,-0.19588462,0.4316286,1.4454352,0.5707151,-0.27900684,0.21717481,-0.5499727,0.11206381,-1.6342336,0
0.71756923,-0.7490925,-0.7627664,-1.2551715,3.0266912,-1.6484512,-0.36701307,0.25132617,0.031115849,0.23821124,-0.23452102,-0.39946547,0.9599803,-0.22402579,-0.31378874,0.8913963,-0.0062532728,1.1511675,0.90138334,-1.9509946,1
1.0559025,-1.6176251,-0.18963829,0.42028382,-0.6857922,0.7554857,0.5481963,-2.3019507,-0.7387015,-0.024083659,1.1971583,1.471906,-1.8757156,-1.1865311,-1.0673113,-1.4141692,-1.1986856,2.6553528,-0.85172033,-0.0107355,1
0.1718397,-0.08588342,-0.8137401,-0.32140657,-0.61152864,1.0941274,-0.3907679,-0.7711358,-0.26476592,-0.56030434,-0.097581096,0.35916796,0.7418192,0.26774162,0.48051155,-0.7646922,-0.8777019,0.08755182,-1.0832483,0.66461223,3
1.3460599,-0.38962823,0.68826586,0.84120965,-0.35821003,0.72090787,0.042030398,0.4402373,0.55065906,0.99967813,-0.13387343,0.09455579,0.52635336,0.7844282,0.9558258,-1.1093148,1.42335,-0.606755,-0.39005902,2.6207094,1
-0.35341838,-1.5123271,-0.39941412,-1.378594,0.2126756,-2.0656333,-0.21866466,-0.20395412,1.3744552,-1.0129766,1.4918752,-0.79792553,0.47095373,0.708483,1.0601021,1.7629741,-0.19509344,-0.075395405,0.45641917,-1.992845,0
